Date,Game,Team,Side,Market,ML,Book,Model_Prob,Market_Prob,Edge_Pct,Model_Line,Market_Line,SP_Score,LU_Score,Park_Factor,Ump_K,Result,F5_Score,Taken,logged_at,Model_Prob_Cal,Edge_Cal,Closing_ML,Closing_Line,CLV_Pct
05/13/2026,Philadelphia Phillies @ Boston Red Sox,Under,Under,F5 Total,-130.0,betmgm,50.0,56.5,-6.5,4.0,4.0,42.1,39.5,1.07,0.026,WIN,1-1,False,unknown,,,,,
05/13/2026,Detroit Tigers @ New York Mets,Under,Under,F5 Total,-105.0,betmgm,62.9,51.2,11.7,3.24,4.0,41.6,29.6,0.94,0.053,WIN,2-1,False,unknown,,,,,
05/13/2026,Kansas City Royals @ Chicago White Sox,Under,Under,F5 Total,-125.0,betmgm,54.7,55.6,-0.9,4.23,4.5,41.8,46.2,1.02,-0.035,LOSS,3-5,False,unknown,,,,,
05/13/2026,San Diego Padres @ Milwaukee Brewers,Under,Under,F5 Total,-125.0,betmgm,57.4,55.6,1.9,4.07,4.5,60.6,33.8,1.02,0.042,WIN,0-1,False,unknown,,,,,
05/13/2026,Seattle Mariners @ Houston Astros,Over,Over,F5 Total,-128.0,fanduel,50.0,56.1,-6.1,4.5,4.5,47.4,49.0,1.0,0.002,LOSS,1-0,False,unknown,,,,,
05/13/2026,Seattle Mariners @ Houston Astros,Under,Under,F5 Total,-118.0,betmgm,58.6,54.1,4.5,4.5,5.0,47.4,49.0,1.0,0.002,WIN,1-0,False,unknown,,,,,
05/13/2026,San Francisco Giants @ Los Angeles Dodgers,Over,Over,F5 Total,-140.0,betmgm,86.2,58.3,27.9,4.01,1.5,49.3,37.1,0.98,0.034,WIN,0-4,False,unknown,,,,,
05/14/2026,Detroit Tigers @ New York Mets,Under,Under,F5 Total,108.0,williamhill_us,58.3,48.1,10.2,4.02,4.5,52.5,55.7,0.94,0.0,LOSS,3-6,False,unknown,,,,,
05/14/2026,Miami Marlins @ Minnesota Twins,Over,Over,F5 Total,-102.0,betmgm,73.3,50.5,22.8,4.93,3.5,50.0,35.6,0.98,0.0,WIN,0-6,False,unknown,,,,,
05/14/2026,San Diego Padres @ Milwaukee Brewers,Under,Under,F5 Total,-140.0,betmgm,81.8,58.3,23.5,4.41,6.5,49.6,35.3,1.02,0.0,LOSS,0-7,False,unknown,,,,,
05/14/2026,Seattle Mariners @ Houston Astros,Over,Over,F5 Total,-128.0,fanduel,50.0,56.1,-6.1,4.5,4.5,48.8,48.0,1.0,0.0,WIN,5-1,False,unknown,,,,,
05/14/2026,Seattle Mariners @ Houston Astros,Under,Under,F5 Total,-125.0,betmgm,58.6,55.6,3.0,4.5,5.0,48.8,48.0,1.0,0.0,LOSS,5-1,False,unknown,,,,,
05/14/2026,St. Louis Cardinals @ Athletics,Under,Under,F5 Total,-114.0,fanduel,66.8,53.3,13.5,4.5,5.5,52.8,54.0,1.0,0.0,WIN,1-1,False,unknown,,,,,
05/14/2026,Philadelphia Phillies @ Boston Red Sox,Over,Over,F5 Total,-115.0,betmgm,66.7,53.5,13.2,4.49,3.5,61.5,50.0,1.07,0.0,LOSS,0-0,False,unknown,,,,,
05/14/2026,Chicago Cubs @ Atlanta Braves,Over,Over,F5 Total,-146.0,fanduel,59.8,59.3,0.4,4.07,3.5,58.0,50.0,1.01,0.0,LOSS,0-0,False,unknown,,,,,
05/14/2026,Kansas City Royals @ Chicago White Sox,Over,Over,F5 Total,-125.0,betmgm,53.8,55.6,-1.8,4.22,4.0,55.0,50.0,1.02,0.0,WIN,1-5,False,unknown,,,,,
05/14/2026,Kansas City Royals @ Chicago White Sox,Under,Under,F5 Total,-135.0,fanduel,54.8,57.4,-2.6,4.22,4.5,55.0,50.0,1.02,0.0,LOSS,1-5,False,unknown,,,,,
05/14/2026,San Francisco Giants @ Los Angeles Dodgers,Under,Under,F5 Total,-125.0,betmgm,56.9,55.6,1.3,4.1,4.5,57.8,50.0,0.98,0.0,WIN,2-2,False,unknown,,,,,
05/15/2026,Philadelphia Phillies @ Pittsburgh Pirates,Under,Under,F5 Total,-114.0,fanduel,58.6,53.3,5.3,4.0,4.5,58.5,50.0,0.96,0.0,LOSS,3-7,False,unknown,,,,,
05/15/2026,Baltimore Orioles @ Washington Nationals,Under,Under,F5 Total,-105.0,williamhill_us,61.5,51.2,10.2,4.33,5.0,49.3,50.0,0.99,0.0,WIN,0-1,False,unknown,,,,,
05/15/2026,Toronto Blue Jays @ Detroit Tigers,Under,Under,F5 Total,-118.0,fanduel,54.5,54.1,0.4,4.24,4.5,52.0,50.0,0.94,0.0,WIN,2-1,False,unknown,,,,,
05/15/2026,Cincinnati Reds @ Cleveland Guardians,Under,Under,F5 Total,-130.0,williamhill_us,54.0,56.5,-2.5,4.27,4.5,56.8,50.0,0.95,0.0,WIN,3-0,False,unknown,,,,,
05/15/2026,Miami Marlins @ Tampa Bay Rays,Under,Under,F5 Total,-125.0,betmgm,53.8,55.6,-1.8,4.28,4.5,52.2,50.0,0.96,0.0,LOSS,1-6,False,unknown,,,,,
05/15/2026,Milwaukee Brewers @ Minnesota Twins,Under,Under,F5 Total,100.0,williamhill_us,55.4,50.0,5.4,4.19,4.5,54.0,50.0,0.98,0.0,WIN,1-0,False,unknown,,,,,
05/15/2026,Boston Red Sox @ Atlanta Braves,Over,Over,F5 Total,-118.0,betmgm,58.3,54.1,4.1,4.48,4.0,48.1,50.0,1.01,0.0,LOSS,0-2,False,unknown,,,,,
05/15/2026,Boston Red Sox @ Atlanta Braves,Under,Under,F5 Total,-144.0,fanduel,50.3,59.0,-8.7,4.48,4.5,48.1,50.0,1.01,0.0,WIN,0-2,False,unknown,,,,,
05/15/2026,New York Yankees @ New York Mets,Over,Over,F5 Total,-118.0,betmgm,58.1,54.1,4.0,3.97,3.5,63.2,50.0,0.94,0.0,WIN,4-0,False,unknown,,,,,
05/15/2026,Chicago Cubs @ Chicago White Sox,Under,Under,F5 Total,-115.0,fanduel,60.0,53.5,6.5,3.92,4.5,47.5,50.0,1.02,0.0,LOSS,4-3,False,unknown,,,,,
05/15/2026,Texas Rangers @ Houston Astros,Under,Under,F5 Total,100.0,williamhill_us,50.2,50.0,0.2,4.49,4.5,50.6,50.0,1.0,0.0,WIN,0-1,False,unknown,,,,,
05/15/2026,Kansas City Royals @ St. Louis Cardinals,Under,Under,F5 Total,100.0,williamhill_us,59.1,50.0,9.1,3.97,4.5,52.9,50.0,0.97,0.0,LOSS,2-3,False,unknown,,,,,
05/15/2026,Arizona Diamondbacks @ Colorado Rockies,Under,Under,F5 Total,-128.0,fanduel,64.6,56.1,8.4,5.64,6.5,45.8,50.0,1.28,0.0,LOSS,7-1,False,unknown,,,,,
05/15/2026,Los Angeles Dodgers @ Los Angeles Angels,Under,Under,F5 Total,-125.0,betmgm,61.8,55.6,6.2,4.31,5.0,46.8,50.0,1.03,0.0,WIN,4-0,False,unknown,,,,,
05/15/2026,San Diego Padres @ Seattle Mariners,Under,Under,F5 Total,-118.0,betmgm,51.7,54.1,-2.4,4.4,4.5,52.5,50.0,0.99,0.0,WIN,1-0,False,unknown,,,,,
05/15/2026,San Francisco Giants @ Athletics,Under,Under,F5 Total,-105.0,williamhill_us,66.7,51.2,15.4,4.51,5.5,49.4,50.0,1.0,0.0,LOSS,2-5,False,unknown,,,,,
05/15/2026,Cincinnati Reds @ Cleveland Guardians,Over,Over,F5 Total,-130.0,betmgm,52.9,56.5,-3.6,4.17,4.0,56.8,42.2,0.95,0.018,LOSS,3-0,False,unknown,,,,,
05/15/2026,Texas Rangers @ Houston Astros,Over,Over,F5 Total,-113.0,fanduel,51.2,53.1,-1.8,4.57,4.5,50.6,47.1,1.0,-0.026,LOSS,0-1,False,unknown,,,,,
05/15/2026,San Diego Padres @ Seattle Mariners,Over,Over,F5 Total,-125.0,williamhill_us,54.5,55.6,-1.1,4.26,4.0,52.5,39.8,0.99,0.009,LOSS,1-0,False,unknown,,,,,
05/15/2026,San Francisco Giants @ Athletics,San Francisco Giants/Athletics,Under 5.5,F5 Total,-110.0,FanDuel,72.3,52.4,19.9,4.14,5.5,49.400000000000006,40.2,1.0,0.083,LOSS,2-5,False,unknown,,,,,
05/15/2026,Los Angeles Dodgers @ Los Angeles Angels,Los Angeles Dodgers/Los Angeles Angels,Under 5.5,F5 Total,-144.0,FanDuel,70.4,59.0,11.3,4.27,5.5,44.8,46.75,1.03,0.026,WIN,4-0,False,unknown,,,,,
05/16/2026,Kansas City Royals @ St. Louis Cardinals,Under,Under,F5 Total,-146.0,fanduel,75.3,59.3,15.9,3.93,5.5,52.0,36.8,0.97,0.019,WIN,1-3,False,unknown,,,,,
05/16/2026,Arizona Diamondbacks @ Colorado Rockies,Under,Under,F5 Total,-138.0,fanduel,61.3,58.0,3.3,5.84,6.5,46.5,41.5,1.28,0.034,WIN,2-3,False,unknown,,,,,
05/16/2026,Baltimore Orioles @ Washington Nationals,Under,Under,F5 Total,-118.0,betmgm,67.0,54.1,12.8,4.49,5.5,48.8,45.1,0.99,0.034,WIN,0-4,False,unknown,,,,,
05/16/2026,Philadelphia Phillies @ Pittsburgh Pirates,Under,Under,F5 Total,-125.0,betmgm,56.9,55.6,1.3,4.1,4.5,55.7,50.0,0.96,0.0,LOSS,5-0,False,unknown,,,,,
05/16/2026,Miami Marlins @ Tampa Bay Rays,Over,Over,F5 Total,-130.0,betmgm,51.0,56.5,-5.5,4.06,4.0,48.4,39.1,0.96,0.059,LOSS,0-1,False,unknown,,,,,
05/16/2026,Miami Marlins @ Tampa Bay Rays,Under,Under,F5 Total,-130.0,williamhill_us,57.6,56.5,1.1,4.06,4.5,48.4,39.1,0.96,0.059,WIN,0-1,False,unknown,,,,,
05/16/2026,Cincinnati Reds @ Cleveland Guardians,Under,Under,F5 Total,-125.0,betmgm,63.4,55.6,7.9,4.21,5.0,57.4,50.0,0.95,0.0,LOSS,4-2,False,unknown,,,,,
05/16/2026,Texas Rangers @ Houston Astros,Over,Over,F5 Total,-105.0,williamhill_us,58.6,51.2,7.4,4.5,4.0,49.9,50.0,1.0,0.0,PUSH,0-4,False,unknown,,,,,
05/16/2026,Chicago Cubs @ Chicago White Sox,Under,Under,F5 Total,-120.0,fanduel,52.8,54.5,-1.8,4.34,4.5,55.5,50.0,1.02,0.0,LOSS,0-7,False,unknown,,,,,
05/16/2026,Milwaukee Brewers @ Minnesota Twins,Over,Over,F5 Total,-130.0,betmgm,53.5,56.5,-3.1,4.2,4.0,52.1,50.0,0.98,0.0,LOSS,1-1,False,unknown,,,,,
05/16/2026,Milwaukee Brewers @ Minnesota Twins,Under,Under,F5 Total,-125.0,fanduel,55.2,55.6,-0.4,4.2,4.5,52.1,50.0,0.98,0.0,WIN,1-1,False,unknown,,,,,
05/16/2026,San Diego Padres @ Seattle Mariners,Over,Over,F5 Total,-144.0,fanduel,66.3,59.0,7.3,4.47,3.5,49.2,50.0,0.99,0.0,WIN,5-2,False,unknown,,,,,
05/16/2026,Boston Red Sox @ Atlanta Braves,Over,Over,F5 Total,-125.0,betmgm,58.3,55.6,2.7,4.48,4.0,53.4,50.0,1.01,0.0,LOSS,1-2,False,unknown,,,,,
05/16/2026,Boston Red Sox @ Atlanta Braves,Under,Under,F5 Total,-140.0,fanduel,50.3,58.3,-8.0,4.48,4.5,53.4,50.0,1.01,0.0,WIN,1-2,False,unknown,,,,,
05/16/2026,New York Yankees @ New York Mets,Under,Under,F5 Total,-114.0,fanduel,63.6,53.3,10.3,3.7,4.5,50.6,50.0,0.94,0.0,LOSS,2-5,False,unknown,,,,,
05/16/2026,Los Angeles Dodgers @ Los Angeles Angels,Under,Under,F5 Total,-108.0,fanduel,51.0,51.9,-0.9,4.44,4.5,51.0,50.0,1.03,0.0,WIN,1-0,False,unknown,,,,,
05/16/2026,San Francisco Giants @ Athletics,Under,Under,F5 Total,-130.0,williamhill_us,66.2,56.5,9.7,4.54,5.5,47.7,50.0,1.0,0.0,LOSS,5-1,False,unknown,,,,,
05/16/2026,Kansas City Royals @ St. Louis Cardinals,Kansas City Royals/St. Louis Cardinals,Under 5.5,F5 Total,-146.0,FanDuel,75.3,59.3,15.9,3.93,5.5,52.0,35.45,0.97,0.019,WIN,1-3,False,,,,,,
05/17/2026,Miami Marlins @ Tampa Bay Rays,Over,Over,F5 Total,-128.0,fanduel,65.5,56.1,9.4,4.42,3.5,44.8,50.0,0.96,0.0,WIN,2-5,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,Baltimore Orioles @ Washington Nationals,Under,Under,F5 Total,-105.0,williamhill_us,65.1,51.2,13.8,4.61,5.5,52.4,50.0,0.99,0.0,LOSS,6-2,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,Philadelphia Phillies @ Pittsburgh Pirates,Over,Over,F5 Total,100.0,williamhill_us,61.6,50.0,11.6,4.18,3.5,61.1,50.0,0.96,0.0,LOSS,2-0,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,Boston Red Sox @ Atlanta Braves,Over,Over,F5 Total,-130.0,betmgm,62.8,56.5,6.3,5.25,4.5,51.8,50.0,1.01,0.0,WIN,0-7,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,Cincinnati Reds @ Cleveland Guardians,Over,Over,F5 Total,-113.0,fanduel,52.9,53.1,-0.1,4.67,4.5,46.8,50.0,0.95,0.0,WIN,2-6,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,Toronto Blue Jays @ Detroit Tigers,Over,Over,F5 Total,-110.0,betmgm,64.2,52.4,11.9,4.84,4.0,47.5,50.0,0.94,0.0,PUSH,4-0,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,New York Yankees @ New York Mets,Under,Under,F5 Total,-105.0,williamhill_us,63.9,51.2,12.7,3.68,4.5,56.9,50.0,0.94,0.0,WIN,1-1,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,Texas Rangers @ Houston Astros,Under,Under,F5 Total,-130.0,betmgm,50.5,56.5,-6.0,4.47,4.5,51.8,50.0,1.0,0.0,WIN,2-0,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,Chicago Cubs @ Chicago White Sox,Under,Under,F5 Total,100.0,williamhill_us,62.9,50.0,13.0,3.74,4.5,47.2,50.0,1.02,0.0,LOSS,4-4,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,Milwaukee Brewers @ Minnesota Twins,Over,Over,F5 Total,116.0,fanduel,57.6,46.3,11.3,4.94,4.5,52.9,50.0,0.98,0.0,WIN,3-4,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,Kansas City Royals @ St. Louis Cardinals,Under,Under,F5 Total,-110.0,betmgm,66.5,52.4,14.1,4.02,5.0,44.7,50.0,0.97,0.0,WIN,2-0,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,Arizona Diamondbacks @ Colorado Rockies,Over,Over,F5 Total,-110.0,fanduel,60.0,52.4,7.6,6.08,5.5,37.6,50.0,1.28,0.0,WIN,7-2,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,San Francisco Giants @ Athletics,Under,Under,F5 Total,-130.0,betmgm,67.6,56.5,11.1,4.45,5.5,52.6,50.0,1.0,0.0,WIN,2-1,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,Los Angeles Dodgers @ Los Angeles Angels,Under,Under,F5 Total,-105.0,williamhill_us,61.1,51.2,9.9,4.35,5.0,49.2,50.0,1.03,0.0,LOSS,7-1,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,San Diego Padres @ Seattle Mariners,Over,Over,F5 Total,-118.0,betmgm,56.6,54.1,2.4,4.38,4.0,54.0,50.0,0.99,0.0,LOSS,2-0,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,San Diego Padres @ Seattle Mariners,Under,Under,F5 Total,-146.0,fanduel,52.1,59.3,-7.3,4.38,4.5,54.0,50.0,0.99,0.0,WIN,2-0,False,2026-05-17T12:53:31Z,,,,,
05/17/2026,New York Yankees @ New York Mets,New York Yankees/New York Mets,Under 5.0,F5 Total,-130.0,BetMGM,71.7,56.5,15.2,3.68,5.0,56.85,50.0,0.94,0.0,WIN,1-1,False,,,,,,
05/17/2026,Chicago Cubs @ Chicago White Sox,Chicago Cubs/Chicago White Sox,Under 5.0,F5 Total,-110.0,BetMGM,70.8,52.4,18.4,3.74,5.0,47.25,50.0,1.02,0.0,LOSS,4-4,False,,,,,,
05/18/2026,Cleveland Guardians @ Detroit Tigers,Over,Over,F5 Total,-110.0,fanduel,53.5,52.4,1.1,4.7,4.5,47.5,50.0,0.94,0.0,WIN,4-1,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,Baltimore Orioles @ Tampa Bay Rays,Over,Over,F5 Total,-146.0,fanduel,63.6,59.3,4.2,4.3,3.5,50.8,50.0,0.96,0.0,WIN,4-12,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,Cincinnati Reds @ Philadelphia Phillies,Under,Under,F5 Total,-125.0,betmgm,61.8,55.6,6.2,4.81,5.5,45.2,50.0,0.99,0.0,WIN,2-2,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,Atlanta Braves @ Miami Marlins,Under,Under,F5 Total,-110.0,betmgm,50.7,52.4,-1.7,4.46,4.5,52.6,50.0,0.97,0.0,LOSS,0-12,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,New York Mets @ Washington Nationals,Under,Under,F5 Total,-118.0,betmgm,59.8,54.1,5.7,4.93,5.5,45.5,50.0,0.99,0.0,LOSS,4-3,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,Toronto Blue Jays @ New York Yankees,Under,Under,F5 Total,-115.0,betmgm,63.9,53.5,10.4,4.18,5.0,52.2,50.0,1.0,0.0,LOSS,4-3,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,Boston Red Sox @ Kansas City Royals,Under,Under,F5 Total,-105.0,betmgm,63.9,51.2,12.7,4.18,5.0,43.8,50.0,1.04,0.0,WIN,0-0,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,Houston Astros @ Minnesota Twins,Under,Under,F5 Total,-102.0,betmgm,73.0,50.5,22.5,3.59,5.0,56.3,50.0,0.98,0.0,WIN,0-3,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,Milwaukee Brewers @ Chicago Cubs,Under,Under,F5 Total,102.0,fanduel,75.3,49.5,25.8,3.93,5.5,60.1,50.0,1.06,0.0,LOSS,8-3,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,Texas Rangers @ Colorado Rockies,Over,Over,F5 Total,-146.0,fanduel,68.1,59.3,8.7,5.58,4.5,48.4,50.0,1.28,0.0,WIN,2-6,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,Athletics @ Los Angeles Angels,Under,Under,F5 Total,-105.0,betmgm,51.9,51.2,0.7,4.39,4.5,53.2,50.0,1.03,0.0,WIN,0-0,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,Los Angeles Dodgers @ San Diego Padres,Over,Over,F5 Total,-115.0,betmgm,51.4,53.5,-2.1,4.08,4.0,51.1,50.0,0.95,0.0,LOSS,0-1,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,Los Angeles Dodgers @ San Diego Padres,Under,Under,F5 Total,-138.0,fanduel,57.2,58.0,-0.7,4.08,4.5,51.1,50.0,0.95,0.0,WIN,0-1,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,San Francisco Giants @ Arizona Diamondbacks,Over,Over,F5 Total,-135.0,fanduel,51.7,57.4,-5.7,4.6,4.5,44.8,50.0,1.0,0.0,WIN,2-12,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,San Francisco Giants @ Arizona Diamondbacks,Under,Under,F5 Total,-125.0,betmgm,56.9,55.6,1.3,4.6,5.0,44.8,50.0,1.0,0.0,LOSS,2-12,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,Chicago White Sox @ Seattle Mariners,Over,Over,F5 Total,-144.0,fanduel,66.5,59.0,7.5,4.48,3.5,48.7,50.0,0.99,0.0,LOSS,0-2,False,2026-05-18T14:38:59Z,,,,,
05/18/2026,Houston Astros @ Minnesota Twins,Houston Astros/Minnesota Twins,Under 5.5,F5 Total,-135.0,FanDuel,79.7,57.4,22.2,3.59,5.5,56.3,50.0,0.98,0.0,WIN,0-3,False,,,,,,
05/18/2026,Milwaukee Brewers @ Chicago Cubs,Milwaukee Brewers/Chicago Cubs,Under 5.5,F5 Total,100.0,Caesars,75.3,50.0,25.3,3.93,5.5,60.15,50.0,1.06,0.0,LOSS,8-3,False,,,,,,
05/21/2026,Atlanta Braves @ Miami Marlins,Over,Over,F5 Total,-105.0,williamhill_us,56.0,51.2,4.8,4.35,4.0,47.2,46.9,0.97,0.076,WIN,5-2,False,2026-05-21T20:44:55Z,,,,,
05/21/2026,Atlanta Braves @ Miami Marlins,Under,Under,F5 Total,-146.0,fanduel,52.6,59.3,-6.8,4.35,4.5,47.2,46.9,0.97,0.076,LOSS,5-2,False,2026-05-21T20:44:55Z,,,,,
05/21/2026,Toronto Blue Jays @ New York Yankees,Under,Under,F5 Total,-105.0,williamhill_us,57.4,51.2,6.2,4.07,4.5,48.5,39.1,1.0,0.011,WIN,1-0,False,2026-05-21T20:44:55Z,,,,,
05/21/2026,Athletics @ Los Angeles Angels,Over,Over,F5 Total,100.0,williamhill_us,50.0,50.0,0.0,4.5,4.5,47.8,50.0,1.03,0.0,LOSS,0-2,False,2026-05-21T20:44:55Z,,,,,
05/21/2026,Athletics @ Los Angeles Angels,Under,Under,F5 Total,-118.0,fanduel,50.0,54.1,-4.1,4.5,4.5,47.8,50.0,1.03,0.0,WIN,0-2,False,2026-05-21T20:44:55Z,,,,,
05/21/2026,Colorado Rockies @ Arizona Diamondbacks,Under,Under,F5 Total,-135.0,fanduel,67.4,57.4,10.0,4.46,5.5,51.9,50.0,1.0,0.0,WIN,0-0,False,2026-05-21T20:44:55Z,,,,,
05/22/2026,Houston Astros @ Chicago Cubs,Over,Over,F5 Total,-118.0,betmgm,79.4,54.1,25.3,5.39,3.5,44.1,45.8,1.06,0.021,WIN,4-0,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,St. Louis Cardinals @ Cincinnati Reds,Over,Over,F5 Total,-146.0,fanduel,59.3,59.3,-0.1,5.04,4.5,51.5,50.0,1.12,0.0,LOSS,0-0,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Cleveland Guardians @ Philadelphia Phillies,Over,Over,F5 Total,100.0,williamhill_us,56.7,50.0,6.7,3.89,3.5,57.6,50.0,0.99,0.0,LOSS,0-0,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Tampa Bay Rays @ New York Yankees,Over,Over,F5 Total,-130.0,betmgm,57.2,56.5,0.7,4.42,4.0,53.0,50.0,1.0,0.0,LOSS,0-1,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Tampa Bay Rays @ New York Yankees,Under,Under,F5 Total,-125.0,fanduel,51.4,55.6,-4.2,4.42,4.5,53.0,50.0,1.0,0.0,WIN,0-1,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Pittsburgh Pirates @ Toronto Blue Jays,Over,Over,F5 Total,-130.0,betmgm,59.1,56.5,2.6,4.53,4.0,50.8,50.0,1.01,0.0,PUSH,1-3,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Minnesota Twins @ Boston Red Sox,Over,Over,F5 Total,-130.0,williamhill_us,65.2,56.5,8.7,4.4,3.5,52.2,50.0,1.07,0.0,WIN,3-6,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,New York Mets @ Miami Marlins,Over,Over,F5 Total,-110.0,betmgm,52.9,52.4,0.6,4.67,4.5,42.0,50.0,0.97,0.0,LOSS,1-2,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Detroit Tigers @ Baltimore Orioles,Over,Over,F5 Total,-120.0,fanduel,52.1,54.5,-2.5,4.62,4.5,52.2,50.0,1.0,0.0,WIN,4-6,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Washington Nationals @ Atlanta Braves,Over,Over,F5 Total,-146.0,fanduel,53.3,59.3,-6.1,4.69,4.5,54.9,50.0,1.01,0.0,LOSS,0-0,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Washington Nationals @ Atlanta Braves,Under,Under,F5 Total,-125.0,betmgm,55.4,55.6,-0.2,4.69,5.0,54.9,50.0,1.01,0.0,WIN,0-0,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Seattle Mariners @ Kansas City Royals,Over,Over,F5 Total,-115.0,williamhill_us,59.5,53.5,6.0,4.55,4.0,51.4,50.0,1.04,0.0,LOSS,0-0,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Los Angeles Dodgers @ Milwaukee Brewers,Over,Over,F5 Total,-114.0,fanduel,51.2,53.3,-2.1,4.57,4.5,51.1,50.0,1.02,0.0,WIN,0-5,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Texas Rangers @ Los Angeles Angels,Over,Over,F5 Total,-146.0,fanduel,66.2,59.3,6.8,4.46,3.5,50.1,50.0,1.03,0.0,WIN,3-6,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Colorado Rockies @ Arizona Diamondbacks,Under,Under,F5 Total,100.0,williamhill_us,60.5,50.0,10.5,4.39,5.0,55.9,50.0,1.0,0.0,WIN,1-2,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Athletics @ San Diego Padres,Under,Under,F5 Total,-105.0,williamhill_us,57.8,51.2,6.5,4.05,4.5,54.4,50.0,0.95,0.0,LOSS,3-3,False,2026-05-22T17:13:47Z,,,,,
05/22/2026,Chicago White Sox @ San Francisco Giants,Over,Over,F5 Total,-132.0,fanduel,64.2,56.9,7.3,4.34,3.5,54.1,50.0,0.96,0.0,WIN,9-3,False,2026-05-22T17:13:47Z,,,,,
05/23/2026,St. Louis Cardinals @ Cincinnati Reds,Over,Over,F5 Total,-144.0,fanduel,57.9,59.0,-1.1,4.96,4.5,48.2,50.0,1.12,0.0,WIN,1-5,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,St. Louis Cardinals @ Cincinnati Reds,Under,Under,F5 Total,100.0,williamhill_us,50.7,50.0,0.7,4.96,5.0,48.2,50.0,1.12,0.0,LOSS,1-5,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Houston Astros @ Chicago Cubs,Over,Over,F5 Total,-148.0,fanduel,80.9,59.7,21.2,5.51,3.5,46.2,50.0,1.06,0.0,LOSS,3-0,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Pittsburgh Pirates @ Toronto Blue Jays,Over,Over,F5 Total,-130.0,betmgm,66.2,56.5,9.7,4.46,3.5,54.3,50.0,1.01,0.0,LOSS,0-1,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Detroit Tigers @ Baltimore Orioles,Over,Over,F5 Total,-118.0,betmgm,65.2,54.1,11.1,4.9,4.0,44.8,50.0,1.0,0.0,LOSS,0-0,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Cleveland Guardians @ Philadelphia Phillies,Over,Over,F5 Total,-125.0,betmgm,50.9,55.6,-4.7,3.55,3.5,51.4,50.0,0.99,0.0,LOSS,0-2,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Chicago White Sox @ San Francisco Giants,Under,Under,F5 Total,-118.0,betmgm,59.8,54.1,5.7,4.43,5.0,51.8,50.0,0.96,0.0,LOSS,3-9,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Seattle Mariners @ Kansas City Royals,Over,Over,F5 Total,-114.0,fanduel,55.0,53.3,1.8,4.79,4.5,50.4,50.0,1.04,0.0,LOSS,0-4,False,2026-05-23T14:37:19Z,,,,,
